Mod:Item:MetaData, Localized Name
Thaumcraft:blockTube:1, Клапан для эссенции
Thaumcraft:blockTube:2, Алхимическая центрифуга
Thaumcraft:blockTube:3, Фильтрующая труба для эссенции
Thaumcraft:blockTube:4, Буфер для эссенции
Thaumcraft:blockTube:5, Ограничивающая труба для эссенции
Thaumcraft:blockTube:6, Направляющая труба для эссенции
Thaumcraft:blockTube:7, Кристаллизатор эссенции
Thaumcraft:blockMetalDevice:0, Тигель
Thaumcraft:blockMetalDevice:1, Перегонный куб
Thaumcraft:blockMetalDevice:5, Железная решетка
Thaumcraft:blockMetalDevice:7, Магический светильник
Thaumcraft:blockMetalDevice:8, Светильник роста
Thaumcraft:blockMetalDevice:13, Светильник скрещивания
Thaumcraft:blockMetalDevice:9, Алхимическая конструкция
Thaumcraft:blockMetalDevice:3, Улучшенная алхимическая конструкция
Thaumcraft:blockMetalDevice:12, Мнемоническая матрица
Thaumcraft:blockMetalDevice:14, Вис-канал
Thaumcraft:blockMetalDevice:2, Вис-заряжатель
Thaumcraft:blockWoodenDevice:0, Магические меха
Thaumcraft:blockWoodenDevice:1, Магическое ухо
Thaumcraft:blockWoodenDevice:2, Магическая нажимная плита
Thaumcraft:blockWoodenDevice:4, Основа магического бура
Thaumcraft:blockWoodenDevice:5, Магический бур
Thaumcraft:blockWoodenDevice:6, Доски великого дерева
Thaumcraft:blockWoodenDevice:7, Доски серебряного дерева
Thaumcraft:blockWoodenDevice:8, Вымпел
Thaumcraft:blockWoodenDevice:8, Белый вымпел
Thaumcraft:blockWoodenDevice:8, Оранжевый вымпел
Thaumcraft:blockWoodenDevice:8, Пурпурный вымпел
Thaumcraft:blockWoodenDevice:8, Голубой вымпел
Thaumcraft:blockWoodenDevice:8, Жёлтый вымпел
Thaumcraft:blockWoodenDevice:8, Лаймовый вымпел
Thaumcraft:blockWoodenDevice:8, Розовый вымпел
Thaumcraft:blockWoodenDevice:8, Серый вымпел
Thaumcraft:blockWoodenDevice:8, Светло-серый вымпел
Thaumcraft:blockWoodenDevice:8, Бирюзовый вымпел
Thaumcraft:blockWoodenDevice:8, Фиолетовый вымпел
Thaumcraft:blockWoodenDevice:8, Синий вымпел
Thaumcraft:blockWoodenDevice:8, Коричневый вымпел
Thaumcraft:blockWoodenDevice:8, Зелёный вымпел
Thaumcraft:blockWoodenDevice:8, Красный вымпел
Thaumcraft:blockWoodenDevice:8, Чёрный вымпел
Thaumcraft:blockStoneDevice:0, Алхимическая печь
Thaumcraft:blockStoneDevice:1, Магический пьедестал
Thaumcraft:blockStoneDevice:2, Руническая матрица
Thaumcraft:blockStoneDevice:5, Пьедестал перезарядки
Thaumcraft:blockStoneDevice:8, Расщепитель аспектов
Thaumcraft:blockStoneDevice:9, Узел-стабилизатор
Thaumcraft:blockStoneDevice:10, Улучшенный узел-стабилизатор
Thaumcraft:blockStoneDevice:11, Узел-преобразователь
Thaumcraft:blockStoneDevice:12, Магическая ванна
Thaumcraft:blockStoneDevice:13, Набалдашниковый верстак
Thaumcraft:blockStoneDevice:14, Полотёр порчи
Thaumcraft:blockMirror:0, Магическое зеркало
Thaumcraft:blockMirror:6, Зеркало для эссенции
Thaumcraft:blockTable:0, Стол
Thaumcraft:blockTable:14, Стол расщепления
Thaumcraft:blockTable:15, Магический верстак
Thaumcraft:blockChestHungry, Голодный сундук
Thaumcraft:blockArcaneDoor, Магическая дверь
Thaumcraft:blockLifter, Магический подъёмник
Thaumcraft:blockMagicBox, tile.blockMagicBox.name
Thaumcraft:blockAlchemyFurnace, Улучшенная алхимическая печь
Thaumcraft:blockJar:0, Банка
Thaumcraft:blockJar:1, Мозг в банке
Thaumcraft:blockJar:3, Пустотная банка
Thaumcraft:blockCandle:0, Белая свеча
Thaumcraft:blockCandle:1, Оранжевая свеча
Thaumcraft:blockCandle:2, Сиреневая свеча
Thaumcraft:blockCandle:3, Светло-синяя свеча
Thaumcraft:blockCandle:4, Жёлтая свеча
Thaumcraft:blockCandle:5, Лаймовая свеча
Thaumcraft:blockCandle:6, Розовая свеча
Thaumcraft:blockCandle:7, Серая свеча
Thaumcraft:blockCandle:8, Светло-серая свеча
Thaumcraft:blockCandle:9, Бирюзовая свеча
Thaumcraft:blockCandle:10, Фиолетовая свеча
Thaumcraft:blockCandle:11, Синяя свеча
Thaumcraft:blockCandle:12, Коричневая свеча
Thaumcraft:blockCandle:13, Зелёная свеча
Thaumcraft:blockCandle:14, Красная свеча
Thaumcraft:blockCandle:15, Чёрная свеча
Thaumcraft:blockEldritch:4, Светящийся заросший камень
Thaumcraft:blockAiry:0, Узел ауры
Thaumcraft:blockManaPod, tile.blockManaPod.name
Thaumcraft:blockArcaneFurnace, Адская печь
Thaumcraft:blockWarded, tile.blockWarded.name
Thaumcraft:blockHole, Пустое место
Thaumcraft:blockPortalEldritch, Древний портал
Thaumcraft:blockEssentiaReservoir:0, Резервуар эссенции
Thaumcraft:blockEldritchNothing, tile.blockPortalNothing.name
Thaumcraft:blockStairsArcaneStone, Лестница из магического камня
Thaumcraft:blockStairsGreatwood, Лестница из великого дерева
Thaumcraft:blockStairsSilverwood, Лестница из серебряного дерева
Thaumcraft:blockStairsEldritch, Лестница из древнего камня
Thaumcraft:blockCosmeticSlabWood:0, Плита из великого дерева
Thaumcraft:blockCosmeticSlabWood:1, Плита из серебряного дерева
Thaumcraft:blockCosmeticSlabStone:0, Плита из магического камня
Thaumcraft:blockCosmeticSlabStone:1, Плита из древнего камня
Thaumcraft:blockCosmeticDoubleSlabWood, tile.blockCosmeticDoubleSlabWood.name
Thaumcraft:blockCosmeticDoubleSlabStone, tile.blockCosmeticDoubleSlabStone.name
Thaumcraft:blockLootUrn:0, Старая ваза
Thaumcraft:blockLootUrn:1, Старая ваза
Thaumcraft:blockLootUrn:2, Старая ваза
Thaumcraft:blockLootCrate:0, Забытый ящик
Thaumcraft:blockLootCrate:1, Забытый ящик
Thaumcraft:blockLootCrate:2, Забытый ящик
Automagy:blockRedcrystal, Красный кристалл
Automagy:blockRedcrystalAmp, Усиленный красный кристалл
Automagy:blockRedcrystalDim, Слабый красный кристалл
Automagy:blockRedcrystalDense, Плотный красный кристалл
Automagy:blockRedcrystalRes, Резонирующий красный кристалл
Automagy:blockRedcrystalMerc, Ртутный красный кристалл
Automagy:blockTorchInversion, Красный факел инверсии
Automagy:blockTorchInversion_off, Красный факел инверсии
Automagy:blockRemoteComparator, Дистанционный компаратор
Automagy:blockVisReader, Считыватель виса
Automagy:blockTally, Ящик с ярлыком
Automagy:blockHourglass, Песочные часы
Automagy:blockHourglassMagic, Магические песочные часы
Automagy:blockGreedyChest, Жадный сундук
Automagy:blockEagerChest, Стремительный сундук
Automagy:blockTenaciousChest, Tenacious Chest
Automagy:blockHungryMaw, Голодный мо
Automagy:blockFinicalMaw, Мелочно-требовательный Мо
Automagy:blockGolemInhibitor, Замедлитель големов
Automagy:blockEntitySignal, Сигнализация
Automagy:blockEssentiaLocus, Место эссенции
Automagy:blockEssentiaLocusAggregator, Агрегатор эссенции
Automagy:blockInventarium, Ядро инвентаря
Automagy:blockUnseenScribe, Невидимый писарь
Automagy:blockScribePointer, Scrivener's Oculus
Automagy:blockGolemTaskmaster, Надсмотрщик голема
Automagy:blockReqTome, Том реквизиции
Automagy:blockBookshelfEnchanted:0, Зачарованная книжная полка
Automagy:blockBookshelfEnchanted:1, Заколдованная книжная полка
Automagy:blockTranslucent:0, Пылающий янтарь
Automagy:blockTranslucent:1, Пылающие янтарные кирпичи
Automagy:blockMetalGlow:0, Блок памяти
Automagy:blockNethermind, Разум нижнего мира
Automagy:blockRunedObsidian, Руннический обсидиан
Automagy:blockNetherRune:0, Рунный обсидиан (Гора)
Automagy:blockNetherRune:1, Рунный обсидиан (Море)
Automagy:blockNetherRune:2, Рунный обсидиан (Кристалл)
Automagy:blockNetherRune:4, Рунный обсидиан (Душа)
Automagy:blockNetherRune:6, Рунный обсидиан (Быстрота)
Automagy:blockNetherRuneMob:0, Runed Obsidian (Zombie)
Automagy:blockNetherRuneMob:1, Runed Obsidian (Blaze)
Automagy:blockNetherRuneMob:2, Runed Obsidian (Ghast)
Automagy:blockNetherRuneMob:3, Runed Obsidian (Skull)
Automagy:blockNetherRuneMob:4, Runed Obsidian (Slime)
Automagy:blockNetherRuneMob:5, Runed Obsidian (Bat)
Automagy:blockNetherRuneMob:6, Runed Obsidian (Wisp)
Automagy:blockMobLure, Siren's Lure
Automagy:blockDimensionLure, Dimensional Lure
Automagy:blockGolemWorkbench, Верстак голема
Automagy:blockThirstyTank, Иссохший танк
Automagy:blockBoiler, Алхимический котёл
Automagy:blockCreativeJar:3, Бесдонная банка
Automagy:blockAmnesiac, Камень амнезии
Automagy:blockXPStone, Soul Stone
Automagy:blockXPJar, Jar of Enchanter's Concentrate
Automagy:blockThaumostaticPylon:0, Таумостатическая опора
Automagy:blockThaumostaticPylon:1, Таумостатический контроллер
Automagy:blockMirrorAlt:0, Melding Mirror
Automagy:blockFluidMilk, Молоко
Automagy:blockFluidMushroom, Грибной суп
Automagy:blockFluidVishroom, Суп из висомора
Automagy:blockPhenomenon, Феномен
Automagy:blockThaumostaticSpire, Таумостатический шпиль
Automagy:blockTallyLensWorld, Ящик с ярлыком (Объектив: Свобода)
Automagy:blockTallyLensDrops, Ящик с ярлыком (Объектив: Доход)
AWWayofTime:Altar, Кровавый алтарь
AWWayofTime:AlchemicalWizardrybloodRune:0, Кровавая руна
AWWayofTime:AlchemicalWizardrybloodRune:1, Руна дополнительной ёмкости
AWWayofTime:AlchemicalWizardrybloodRune:2, Руна дислокации
AWWayofTime:AlchemicalWizardrybloodRune:3, Руна шара
AWWayofTime:AlchemicalWizardrybloodRune:4, Руна улучшенной ёмкости
AWWayofTime:AlchemicalWizardrybloodRune:5, Руна ускорения
AWWayofTime:lifeEssence, Жизненная эссенция
AWWayofTime:speedRune, Руна скорости
AWWayofTime:efficiencyRune, Руна эффективности
AWWayofTime:runeOfSacrifice, Руна жертвоприношения
AWWayofTime:runeOfSelfSacrifice, Руна самопожертвования
AWWayofTime:ritualStone, Ритуальный камень
AWWayofTime:masterStone, Ритуальный камень мастера
AWWayofTime:bloodSocket, Заполненный сокет
AWWayofTime:imperfectRitualStone, Несовершенный ритуальный камень
AWWayofTime:armourForge, Кузница душевной брони
AWWayofTime:emptySocket, Пустой сокет
AWWayofTime:bloodStoneBrick, Кровавый кирпич
AWWayofTime:largeBloodStoneBrick, Большой кровавый кирпич
AWWayofTime:blockWritingTable, Алхимическая и химическая установка
AWWayofTime:blockHomHeart, Стол заклинаний
AWWayofTime:blockPedestal, Тайный пьедестал
AWWayofTime:blockPlinth, Тайный постамент
AWWayofTime:blockTeleposer, Телепозер
AWWayofTime:spectralBlock, Призрачный блок
AWWayofTime:bloodLight, Кровавый свет
AWWayofTime:blockConduit, Труба для заклинаний
AWWayofTime:AlchemicalWizardrytile.blockSpellParadigm:0, Генератор частиц
AWWayofTime:AlchemicalWizardrytile.blockSpellParadigm:1, Self Augmentator
AWWayofTime:AlchemicalWizardrytile.blockSpellParadigm:2, Агрегатор ближнего действия
AWWayofTime:AlchemicalWizardrytile.blockSpellParadigm:3, Кузница инструментов
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:0, Нестабильный усилитель заклинаний
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:1, Обычный усилитель заклинаний
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:2, Усиленный усилитель заклинаний
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:3, Пропитанный усилитель заклинаний
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:4, Демонический усилитель заклинаний
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:5, Нестабильный удешевитель заклинаний
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:6, Обычный удешевитель заклинаний
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:7, Усиленный удешевитель заклинаний
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:8, Пропитанный удешевитель заклинаний
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:9, Демонический удешевитель заклинаний
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:10, Нестабильный стимулятор заклинаний
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:11, Обычный стимулятор заклинаний
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:12, Усиленный стимулятор заклинаний
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:13, Пропитанный стимулятор заклинаний
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:14, Демонический стимулятор заклинаний
AWWayofTime:AlchemicalWizardrytile.blockSpellModifier:0, Модификатор обычных заклинаний
AWWayofTime:AlchemicalWizardrytile.blockSpellModifier:1, Модификатор заклинаний нападения
AWWayofTime:AlchemicalWizardrytile.blockSpellModifier:2, Модификатор заклинаний обороны
AWWayofTime:AlchemicalWizardrytile.blockSpellModifier:3, Модификатор заклинаний на окружающую природу
AWWayofTime:AlchemicalWizardrytile.blockSpellEffect:0, Тигель огня
AWWayofTime:AlchemicalWizardrytile.blockSpellEffect:1, Производитель льда
AWWayofTime:AlchemicalWizardrytile.blockSpellEffect:2, Ветрогенератор
AWWayofTime:AlchemicalWizardrytile.blockSpellEffect:3, Формировщик земли
AWWayofTime:spectralContainer, Призрачный контейнер
AWWayofTime:demonPortalMain, Демонический портал
AWWayofTime:blockSchemSaver, Schematic Saver
AWWayofTime:blockReagentConduit, Алхимическое реле
AWWayofTime:blockAlchemicCalcinator, Алхимический кальцинатор
AWWayofTime:blockCrystalBelljar:0, Кристальный стеклянный колпак
AWWayofTime:blockDemonChest, Сундук демона
AWWayofTime:blockCrystal:0, Кристальное скопление
AWWayofTime:blockCrystal:1, Кирпич кристального скопления
AWWayofTime:blockMimic, Блок-имитатор
AWWayofTime:blockEnchantmentGlyph:0, Глиф искусного зачарователя
AWWayofTime:blockEnchantmentGlyph:1, Глиф магической силы
AWWayofTime:blockStabilityGlyph:0, Глиф непреклонный стабильности
AWWayofTime:blockCrucible, Incense Crucible
DraconicEvolution:xRayBlock, Distortion Flame
DraconicEvolution:weatherController, Weather Controller
DraconicEvolution:sunDial, Sun Dial
DraconicEvolution:draconiumOre, Draconium Ore
DraconicEvolution:grinder, Mob Grinder
DraconicEvolution:potentiometer, Potentiometer
DraconicEvolution:rainSensor, Rain Sensor
DraconicEvolution:particleGenerator, Particle Generator
DraconicEvolution:playerDetector, Player Detector
DraconicEvolution:playerDetectorAdvanced, Advanced Player Detector
DraconicEvolution:energyInfuser, Energy Infuser
DraconicEvolution:customSpawner, Stabilized Mob Spawner
DraconicEvolution:generator, Generator
DraconicEvolution:energyStorageCore, Energy Core
DraconicEvolution:draconium:0, Draconium Block
DraconicEvolution:draconium:1, Resurrection Stone
DraconicEvolution:draconium:2, Charged Draconium Block
DraconicEvolution:invisibleMultiblock, Energy Core
DraconicEvolution:energyPylon, Energy Pylon
DraconicEvolution:placedItem, tile.draconicevolution:placedItem.name
DraconicEvolution:safetyFlame, tile.draconicevolution:safetyFlame.name
DraconicEvolution:cKeyStone:0, Creative Key Stone
DraconicEvolution:cKeyStone:1, Creative Key Stone
DraconicEvolution:cKeyStone:2, Creative Key Stone
DraconicEvolution:cKeyStone:3, Creative Key Stone
DraconicEvolution:dissEnchanter, Disenchanter
DraconicEvolution:teleporterStand, Dislocator Pedestal
DraconicEvolution:draconiumChest, Draconic Chest
DraconicEvolution:draconicBlock, Awakened Draconium Block
DraconicEvolution:energyCrystal:0, Energy Relay
DraconicEvolution:energyCrystal:1, Advanced Energy Relay
DraconicEvolution:energyCrystal:2, Energy Transceiver
DraconicEvolution:energyCrystal:3, Advanced Energy Transceiver
DraconicEvolution:energyCrystal:4, Wireless Energy Transceiver
DraconicEvolution:energyCrystal:5, Advanced Wireless Transceiver
DraconicEvolution:infusedObsidian, Draconium Infused Obsidian
DraconicEvolution:dislocatorReceptacle, Dislocator Receptacle
DraconicEvolution:portal, Portal
DraconicEvolution:reactorCore, Draconic Reactor Core
DraconicEvolution:flowGate:0, Flux Gate
DraconicEvolution:flowGate:6, Fluid Gate
DraconicEvolution:reactorStabilizer, Reactor Stabilizer
DraconicEvolution:reactorEnergyInjector, Reactor Energy Injector
DraconicEvolution:chaosCrystal, Chaos Crystal
DraconicEvolution:upgradeModifier, Upgrade Modifier
DraconicEvolution:longRangeDislocator:1, Admin Dislocator
DraconicEvolution:chaosShardAtmos, tile.draconicevolution:chaosShardAtmos.name
EMT:PortableNode, Переносной узел
EMT:ShieldBlock, Щит-блок
EMT:EMTSolars:0, Сжатая солнечная панель
EMT:EMTSolars:1, Дважды сжатая солнечная панель
EMT:EMTSolars:2, Трижды сжатая солнечная панель
EMT:EMTSolars:3, Наполненная водой, сжатая солнечная панель
EMT:EMTSolars:4, Наполненная водой, дважды сжатая солнечная панель
EMT:EMTSolars:5, Наполненная водой, трижды сжатая солнечная панель
EMT:EMTSolars:6, Наполненная энтропией, сжатая солнечная панель
EMT:EMTSolars:7, Наполненная энтропией, дважды сжатая солнечная панель
EMT:EMTSolars:8, Наполненная энтропией, трижды сжатая солнечная панель
EMT:EMTSolars:9, Наполненная порядком, сжатая солнечная панель
EMT:EMTSolars:10, Наполненная порядком, дважды сжатая солнечная панель
EMT:EMTSolars:11, Наполненная порядком, трижды сжатая солнечная панель
EMT:EMTSolars:12, Наполненная огнём, сжатая солнечная панель
EMT:EMTSolars:13, Наполненная огнём, дважды сжатая солнечная панель
EMT:EMTSolars:14, Наполненная огнём, трижды сжатая солнечная панель
EMT:EMTSolars:15, Наполненная воздухом, сжатая солнечная панель
EMT:EMTSolars2:0, Наполненная воздухом, дважды сжатая солнечная панель
EMT:EMTSolars2:1, Наполненная воздухом, трижды сжатая солнечная панель
EMT:EMTSolars2:2, Наполненная землёй, сжатая солнечная панель
EMT:EMTSolars2:3, Наполненная землёй, дважды сжатая солнечная панель
EMT:EMTSolars2:4, Наполненная землёй, трижды сжатая солнечная панель
EMT:EMTMachines:0, Промышленная станция зарядки жезлов
EMT:EMTMachines:1, Эфирный обработчик
EMT:EssentiaGenerators:0, Potentia генератор
EMT:EssentiaGenerators:1, Ignis генератор
EMT:EssentiaGenerators:2, Auram генератор
EMT:EssentiaGenerators:3, Arbor генератор
EMT:EssentiaGenerators:4, Aer генератор
EMT:electricCloud, Наэлектризованное облако
extracells:certustank, extracells.block.certustank.name
extracells:walrus, Морж
extracells:fluidcrafter, МЭ жидкостный сборщик
extracells:ecbaseblock:0, МЭ жидкостный интерфейс
extracells:ecbaseblock:1, МЭ жидкостный авто-заполнитель
extracells:hardmedrive, Взрывоустойчивый МЭ накопитель
extracells:vibrantchamberfluid, Жидкостная вибрационная камера
ThaumicTinkerer:gaseousShadow, tile.gaseousShadow.name
ThaumicTinkerer:fireWater, Пропитанный Aqua огонь
ThaumicTinkerer:funnel, Воронка для эссенции
ThaumicTinkerer:darkQuartz:0, Блок закоптившегося кварца
ThaumicTinkerer:darkQuartz:1, Резной блок закоптившегося кварца
ThaumicTinkerer:darkQuartz:2, Колонна из закоптившегося кварца
ThaumicTinkerer:enchanter, Осмотический стол зачарований
ThaumicTinkerer:fireFire, Пропитанный Ignis огонь
ThaumicTinkerer:bedrockPortal, Bedrock Portal
ThaumicTinkerer:forcefield, Силовое поле
ThaumicTinkerer:wardSlab:0, tile.wardSlab.name
ThaumicTinkerer:wardSlabFull:0, tile.wardSlab.name
ThaumicTinkerer:repairer, Таум-восстановитель
ThaumicTinkerer:animationTablet, Динамическая дощечка
ThaumicTinkerer:warpGate, Небесный портал
ThaumicTinkerer:travelStairs, Paving Stair of Travel
ThaumicTinkerer:magnet:0, Кинетический притяжатель
ThaumicTinkerer:magnet:1, Материальный притяжатель
ThaumicTinkerer:Levitational Locomotive Relay, Стрелка левитатора
ThaumicTinkerer:fireEarth, Пропитанный Terra огонь
ThaumicTinkerer:fireOrder, Пропитанный Ordo огонь
ThaumicTinkerer:nitorGas, tile.nitorGas.name
ThaumicTinkerer:platform, Эфирная платформа
ThaumicTinkerer:darkQuartzStairs, Ступеньки закоптившегося кварца
ThaumicTinkerer:fireAir, Пропитанный Aer огонь
ThaumicTinkerer:interface, Трансвектор
ThaumicTinkerer:gaseousLight, tile.gaseousLight.name
ThaumicTinkerer:spawner, Пьедестал некроманта
ThaumicTinkerer:fireChaos, Пропитанный Perditio огонь
ThaumicTinkerer:travelSlab:0, Paving Slab of Travel
ThaumicTinkerer:travelSlabFull:0, Paving Slab of Travel
ThaumicTinkerer:infusedGrainBlock, tile.infusedGrainBlock.name
ThaumicTinkerer:infusedFarmland, tile.infusedFarmland.name
ThaumicTinkerer:Levitational Locomotive, Левитатор
ThaumicTinkerer:dislocator, Трансвекторный дислокатор
ThaumicTinkerer:darkQuartzSlab:0, Плита закоптившегося кварца
ThaumicTinkerer:darkQuartzSlabFull:0, Плита закоптившегося кварца
ForbiddenMagic:ArcaneCake, Таумический торт
ForbiddenMagic:WrathCage, Клетка гнева
ForbiddenMagic:InkFlower, Мрачная роза
ForbiddenMagic:StarBlock, Блок звезды Нижнего мира
ForbiddenMagic:UmbralBush, Мрачный куст роз
ForbiddenMagic:TaintLog, Tainted Log
ForbiddenMagic:TaintPlank, Tainted Planks
ForbiddenMagic:TaintLeaves, Tainted Leaves
ForbiddenMagic:TaintSapling, Tainted Sapling
ForbiddenMagic:TaintBlock:0, Tainted Stone
ForbiddenMagic:TaintBlock:1, Tainted Stone Bricks
gadomancy:BlockStickyJar, Sticky Jar
gadomancy:BlockArcaneDropper, Arcane Dropper
gadomancy:BlockInfusionClaw, Infusion Claw
gadomancy:BlockRemoteJar, Mirrored Jar
gadomancy:BlockExtendedNodeJar, Node in a Jar
gadomancy:BlockNodeManipulator:5, Node Manipulator
gadomancy:BlockStoneMachine:0, Randomization Focus
gadomancy:BlockStoneMachine:1, Ancient Pedestal
gadomancy:BlockStoneMachine:2, Arcane Enervation Emitter
gadomancy:BlockStoneMachine:3, Redirection Focus
gadomancy:BlockStoneMachine:4, Arcane Packager
gadomancy:BlockAdditionalEldritchPortal, Древний портал
gadomancy:BlockAuraPylon:0, Aura Pylon
gadomancy:BlockAuraPylon:1, Aura Pylon Peak
gadomancy:BlockKnowledgeBook, Book of Knowledge
gadomancy:BlockEssentiaCompressor, Essentia Condenser
GraviSuite:BlockRelocatorPortal, Безымянный блок, сообщите автору мода.
IC2CA:ArmorAssemblerBlock, Сборщик брони
IronChest:BlockIronChest:0, Железный сундук
IronChest:BlockIronChest:1, Золотой сундук
IronChest:BlockIronChest:2, Алмазный сундук
IronChest:BlockIronChest:3, Медный сундук
IronChest:BlockIronChest:4, Серебряный сундук
IronChest:BlockIronChest:5, Кристальный сундук
IronChest:BlockIronChest:6, Обсидиановый сундук
IronChest:BlockIronChest:7, DirtChest 9000!
netherlicious:CrimsonNylium:0, Багряный нилий
netherlicious:WarpedNylium:0, Искажённый нилий
netherlicious:FoxfireNylium:0, Биолюминесцентный нилий
netherlicious:SoulSoil:0, Земля душ
netherlicious:SoulSoil:1, Земля душ
netherlicious:SoulSoil:2, Земля душ
netherlicious:SoulSoil:3, Земля душ
netherlicious:SoulSoil:4, Земля душ
netherlicious:SoulSoil:5, Земля душ
netherlicious:SoulFarmland, Пашня душ
netherlicious:Basalt:0, Адский базальт
netherlicious:Basalt:1, Полированный адский базальт
netherlicious:BasaltBricks:0, Базальтовый кирпич
netherlicious:BasaltBricks:1, Потрескавшийся базальтовый кирпич
netherlicious:BasaltBricks:2, Резной базальтовый кирпич
netherlicious:BasaltBricks:3, Полированный базальтовый кирпич
netherlicious:BasaltBricks:4, Потрескавшийся полированный базальтовый кирпич
netherlicious:BasaltBricks:5, Резной полированный базальтовый кирпич
netherlicious:BasaltBricks:6, Гладкий базальт
netherlicious:BasaltBricks:7, Гладкий полированный базальт
netherlicious:Blackstone:0, Атерит
netherlicious:Blackstone:1, Полированный атерит
netherlicious:Blackstone:2, Резной полированный атерит
netherlicious:Blackstone:3, Атеритовый кирпич
netherlicious:Blackstone:4, Потрескавшийся атеритовый кирпич
netherlicious:Blackstone:5, Позолоченный атерит
netherlicious:Blackstone:6, Атеритовые плитки
netherlicious:Blackstone:7, Атеритовая крестовина
netherlicious:Blackstone:8, Атеритовая дорожка
netherlicious:Nether_Gravel:0, Тёмный гравий
netherlicious:Ash, Блок золы
netherlicious:SoulSandstone:0, Песчаник душ
netherlicious:SoulSandstone:1, Резной песчаник душ
netherlicious:SoulSandstone:2, Гравированный песчаник душ
netherlicious:SoulSandstone:3, Гладкий песчаник душ
netherlicious:Netherbricks:0, Потрескавшийся адский кирпич
netherlicious:Netherbricks:1, Резной адский кирпич
netherlicious:Netherbricks:2, Красный адский кирпич
netherlicious:Netherbricks:3, Потрескавшийся красный адский кирпич
netherlicious:Netherbricks:4, Резной адский красный кирпич
netherlicious:Netherbricks:5, Искажённый адский кирпич
netherlicious:Netherbricks:6, Потрескавшийся искажённый адский кирпич
netherlicious:Netherbricks:7, Резной искажённый адский кирпич
netherlicious:Netherbricks:8, Биолюминесцентный кирпич
netherlicious:Netherbricks:9, Потрескавшийся биолюминесцентный кирпич
netherlicious:Netherbricks:10, Резной биолюминесцентный кирпич
netherlicious:NewNetherbrick1:0, Гладкий резной адский кирпич
netherlicious:NewNetherbrick1:1, Обветренный адский кирпич
netherlicious:NewNetherbrick1:2, Крестовина из адского кирпича
netherlicious:NewNetherbrick1:3, Гладкий адский кирпич
netherlicious:NewNetherbrick1:4, Дорожка из адского кирпича
netherlicious:NewNetherbrick1:5, Гладкий резной красный адский кирпич
netherlicious:NewNetherbrick1:6, Обветренный красный адский кирпич
netherlicious:NewNetherbrick1:7, Крестовина из красного адского кирпича
netherlicious:NewNetherbrick1:8, Гладкий красный адский кирпич
netherlicious:NewNetherbrick1:9, Дорожка из красного адского кирпича
netherlicious:NewNetherbrick1:10, Гладкий резной искажённый адский кирпич
netherlicious:NewNetherbrick1:11, Обветренный искажённый адский кирпич
netherlicious:NewNetherbrick1:12, Крестовина из искажённого адского кирпича
netherlicious:NewNetherbrick1:13, Гладкий искажённый адский кирпич
netherlicious:NewNetherbrick1:14, Дорожка из искажённого адского кирпича
netherlicious:NewNetherbrick2:0, Гладкий резной биолюминесцентный адский кирпич
netherlicious:NewNetherbrick2:1, Обветренный биолюминесцентный адский кирпич
netherlicious:NewNetherbrick2:2, Крестовина из биолюминесцентного адского кирпича
netherlicious:NewNetherbrick2:3, Гладкий биолюминесцентный адский кирпич
netherlicious:NewNetherbrick2:4, Дорожка из биолюминесцентного адского кирпича
netherlicious:NewNetherbrick2:5, Чёрный адский кирпич
netherlicious:NewNetherbrick2:6, Потрескавшийся чёрный адский кирпич
netherlicious:NewNetherbrick2:7, Резной чёрный адский кирпич
netherlicious:NewNetherbrick2:8, Гладкий чёрный адский кирпич
netherlicious:NewNetherbrick2:9, Обветренный чёрный адский кирпич
netherlicious:NewNetherbrick2:10, Крестовина из чёрного адского кирпича
netherlicious:NewNetherbrick2:11, Гладкий чёрный адский кирпич
netherlicious:NewNetherbrick2:12, Дорожка из чёрного адского кирпича
netherlicious:QuartzBricks:0, Кварцевый кирпич
netherlicious:QuartzBricks:1, Гладкий блок кварца
netherlicious:QuartzBricks:2, Блок пустотного кварца
netherlicious:QuartzBricks:3, Резной блок пустотного кварца
netherlicious:QuartzBricks:4, Кирпич из пустотного кварца
netherlicious:QuartzBricks:5, Гладкий блок пустотного кварца
netherlicious:QuartzPillar:0, Резная кварцевая колонна
netherlicious:QuartzPillar:1, Колонна из пустотного кварца
netherlicious:QuartzPillar:2, Резная колонна из пустотного кварца
netherlicious:CryingBlackstone, Рыдающий атерит
